check,expected,obtained,pass_,label
0d tab:overlap small/OBQA b_C2C_only,131,131,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/OBQA c_both,219,219,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/OBQA c_same_answer,114,114,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/OBQA n(Text) = a + c,339,339,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/OBQA n(C2C) = b + c,350,350,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) small/OBQA,590,590,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, small/ARC Text",55,55,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, small/ARC C2C",69,69,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, small/ARC Text+C2C (oracle)",94,94,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC Text corrective,55,55,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC Text harmful,39,39,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC Text neutral(wrong->wrong),51,51,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC Text changed,145,145,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC C2C corrective,69,69,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC C2C harmful,24,24,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC C2C neutral(wrong->wrong),67,67,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC C2C changed,160,160,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V1 corrective,65,65,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V1 harmful,52,52,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V1 neutral(wrong->wrong),92,92,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V1 changed,209,209,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V2 corrective,38,38,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V2 harmful,18,18,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V2 neutral(wrong->wrong),33,33,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition small/ARC V2 changed,89,89,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 small/ARC N,299,299,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 small/ARC correct R/Text/C2C,110 / 126 / 155,110 / 126 / 155,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 small/ARC oracle,204,204,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 small/ARC gain (pp),16.39,16.39,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null small/ARC correct R,110,110,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null small/ARC correct V1,123,123,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null small/ARC correct V2,130,130,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null small/ARC % changed V1,69.90,69.90,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null small/ARC % changed V2,29.77,29.77,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/ARC a_Text_only,45,45,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/ARC b_C2C_only,60,60,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/ARC c_both,100,100,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/ARC c_same_answer,54,54,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/ARC n(Text) = a + c,145,145,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap small/ARC n(C2C) = b + c,160,160,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) small/ARC,231,231,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, medium/OBQA Text",82,82,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, medium/OBQA C2C",44,44,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, medium/OBQA Text+C2C (oracle)",103,103,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA Text corrective,82,82,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA Text harmful,49,49,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA Text neutral(wrong->wrong),43,43,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA Text changed,174,174,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA C2C corrective,44,44,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA C2C harmful,48,48,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA C2C neutral(wrong->wrong),39,39,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA C2C changed,131,131,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V1 corrective,66,66,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V1 harmful,74,74,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V1 neutral(wrong->wrong),43,43,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V1 changed,183,183,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V2 corrective,66,66,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V2 harmful,49,49,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V2 neutral(wrong->wrong),37,37,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/OBQA V2 changed,152,152,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/OBQA N,742,742,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/OBQA correct R/Text/C2C,490 / 523 / 486,490 / 523 / 486,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/OBQA oracle,593,593,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/OBQA gain (pp),9.43,9.43,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/OBQA correct R,490,490,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/OBQA correct V1,482,482,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/OBQA correct V2,507,507,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/OBQA % changed V1,24.66,24.66,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/OBQA % changed V2,20.49,20.49,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/OBQA a_Text_only,113,113,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/OBQA b_C2C_only,70,70,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/OBQA c_both,61,61,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/OBQA c_same_answer,37,37,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/OBQA n(Text) = a + c,174,174,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/OBQA n(C2C) = b + c,131,131,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) medium/OBQA,253,253,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, medium/ARC Text",25,25,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, medium/ARC C2C",10,10,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, medium/ARC Text+C2C (oracle)",31,31,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC Text corrective,25,25,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC Text harmful,21,21,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC Text neutral(wrong->wrong),6,6,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC Text changed,52,52,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC C2C corrective,10,10,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC C2C harmful,25,25,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC C2C neutral(wrong->wrong),13,13,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC C2C changed,48,48,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V1 corrective,19,19,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V1 harmful,20,20,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V1 neutral(wrong->wrong),14,14,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V1 changed,53,53,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V2 corrective,16,16,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V2 harmful,13,13,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V2 neutral(wrong->wrong),7,7,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition medium/ARC V2 changed,36,36,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/ARC N,299,299,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/ARC correct R/Text/C2C,217 / 221 / 202,217 / 221 / 202,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/ARC oracle,248,248,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 medium/ARC gain (pp),9.03,9.03,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/ARC correct R,217,217,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/ARC correct V1,216,216,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/ARC correct V2,220,220,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/ARC % changed V1,17.73,17.73,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null medium/ARC % changed V2,12.04,12.04,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/ARC a_Text_only,29,29,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/ARC b_C2C_only,25,25,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/ARC c_both,23,23,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/ARC c_same_answer,13,13,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/ARC n(Text) = a + c,52,52,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap medium/ARC n(C2C) = b + c,48,48,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) medium/ARC,73,73,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/OBQA Text",46,46,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/OBQA C2C",16,16,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/OBQA Text+C2C (oracle)",53,53,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA Text corrective,46,46,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA Text harmful,18,18,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA Text neutral(wrong->wrong),8,8,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA Text changed,72,72,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA C2C corrective,16,16,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA C2C harmful,35,35,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA C2C neutral(wrong->wrong),9,9,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA C2C changed,60,60,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V1 corrective,48,48,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V1 harmful,66,66,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V1 neutral(wrong->wrong),23,23,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V1 changed,137,137,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V2 corrective,31,31,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V2 harmful,24,24,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V2 neutral(wrong->wrong),13,13,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/OBQA V2 changed,68,68,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/OBQA N,742,742,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/OBQA correct R/Text/C2C,617 / 645 / 598,617 / 645 / 598,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/OBQA oracle,670,670,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/OBQA gain (pp),3.37,3.37,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/OBQA correct R,617,617,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/OBQA correct V1,599,599,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/OBQA correct V2,624,624,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/OBQA % changed V1,18.46,18.46,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/OBQA % changed V2,9.16,9.16,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/OBQA a_Text_only,55,55,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/OBQA b_C2C_only,43,43,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/OBQA c_both,17,17,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/OBQA c_same_answer,13,13,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/OBQA n(Text) = a + c,72,72,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/OBQA n(C2C) = b + c,60,60,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) large/OBQA,166,166,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/ARC Text",10,10,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/ARC C2C",4,4,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/ARC Text+C2C (oracle)",12,12,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC Text corrective,10,10,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC Text harmful,4,4,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC Text neutral(wrong->wrong),1,1,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC Text changed,15,15,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC C2C corrective,4,4,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC C2C harmful,6,6,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC C2C neutral(wrong->wrong),2,2,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC C2C changed,12,12,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V1 corrective,6,6,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V1 harmful,14,14,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V1 neutral(wrong->wrong),0,0,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V1 changed,20,20,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V2 corrective,7,7,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V2 harmful,4,4,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V2 neutral(wrong->wrong),1,1,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/ARC V2 changed,12,12,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/ARC N,299,299,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/ARC correct R/Text/C2C,268 / 274 / 266,268 / 274 / 266,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/ARC oracle,280,280,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d Table 1 large/ARC gain (pp),2.01,2.01,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/ARC correct R,268,268,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/ARC correct V1,260,260,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/ARC correct V2,271,271,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/ARC % changed V1,6.69,6.69,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:null large/ARC % changed V2,4.01,4.01,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/ARC a_Text_only,11,11,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/ARC b_C2C_only,8,8,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/ARC c_both,4,4,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/ARC c_same_answer,3,3,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/ARC n(Text) = a + c,15,15,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d tab:overlap large/ARC n(C2C) = b + c,12,12,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0d eligible (P(x) nonempty) large/ARC,27,27,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/MMLU-Pro Text",166,166,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/MMLU-Pro C2C",155,155,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
"0c real gain over R, large/MMLU-Pro Text+C2C (oracle)",276,276,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro Text corrective,166,166,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro Text harmful,129,129,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro Text neutral(wrong->wrong),266,266,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro Text changed,561,561,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro C2C corrective,155,155,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro C2C harmful,204,204,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro C2C neutral(wrong->wrong),397,397,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro C2C changed,756,756,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V1 corrective,232,232,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
0c E5 decomposition large/MMLU-Pro V1 harmful,228,228,True,"POST HOC (E22, PREREG.md); stored outputs only; does not change any primary decision"
