reference,id,panel_ordinal,group_hash,category,K,route,q,threshold,fixed_ms,policy_ms,saving_ms,fixed_correct,policy_correct,accuracy_difference,fixed_answer,policy_answer,gold,fixed_invalid,policy_invalid,online_probe_ms,selector_ms,first_formal_request_in_pair,fixed_key,policy_key
Text,test:7272,40,1cb81292f018bc30e462b435d4dafc934f80d067588f503c71ba7b107fe3d474,economics,10,T,0.4,3.838539123535156e-05,1156.4868141431361,1203.9882191456854,-47.50140500254929,0,0,0,F,F,D,False,False,44.62157399393618,0.00030105002224445343,False,mmlu_pro|test:7272|fixed_T,mmlu_pro|test:7272|policy_T
Text,test:11584,41,97393bb28b34081780d7ebf5b8c3ff3f2e6ce783cdcaf8267228c3c8f3f4d151,engineering,10,T,0.4,3.838539123535156e-05,1569.3643148988485,1614.5154610276222,-45.15114612877369,1,1,0,I,I,I,False,False,45.30458594672382,0.0003210734575986862,False,mmlu_pro|test:11584|fixed_T,mmlu_pro|test:11584|policy_T
Text,test:11872,42,bde72887d3beca02a3e4863b804b4027e7595f07303a096970f4d42bade66570,engineering,10,R,0.4,3.838539123535156e-05,1182.1175049990416,331.9261202123016,850.19138478674,0,1,1,A,E,E,False,False,43.01312007009983,0.0004209578037261963,False,mmlu_pro|test:11872|fixed_T,mmlu_pro|test:11872|policy_T
Text,test:11446,43,cd979abadbfba3c148850fe50735d06e66e1789fa9520702e7ae672071f47953,engineering,10,T,0.4,3.838539123535156e-05,2258.4215828683227,2293.8545120414346,-35.432929173111916,1,1,0,A,A,A,False,False,68.75746697187424,0.0003711320459842682,False,mmlu_pro|test:11446|fixed_T,mmlu_pro|test:11446|policy_T
Text,test:12100,44,6e7515ba07f2b77a21d052ea61a737a1ee3f31a381902230dc3e3c348aa1838f,engineering,10,T,0.4,3.838539123535156e-05,1426.9277141429484,1477.2561290301383,-50.328414887189865,1,1,0,I,I,I,False,False,52.08171112462878,0.0003809109330177307,False,mmlu_pro|test:12100|fixed_T,mmlu_pro|test:12100|policy_T
Text,test:11735,45,ea5301348a2b47cb2059b13fff685878a20b5acbd524905517c0fe49f83958cb,engineering,10,R,0.4,3.838539123535156e-05,1372.6841709576547,293.0160101968795,1079.6681607607752,0,0,0,D,D,A,False,False,46.03736102581024,0.00033085234463214874,False,mmlu_pro|test:11735|fixed_T,mmlu_pro|test:11735|policy_T
Text,test:12076,46,8bf01e58e3974e7679d41ece2e66dbe977e42c86771c8b0a7660fa007bec4fae,engineering,10,T,0.4,3.838539123535156e-05,1217.3749872017652,1264.572824118659,-47.19783691689372,0,0,0,B,B,J,False,False,43.39468898251653,0.0002898741513490677,False,mmlu_pro|test:12076|fixed_T,mmlu_pro|test:12076|policy_T
Text,test:12032,47,6898dd086a9e3c24df0dfe94eeed55648c31fa125ac0730ed3daa8bf5ecfd494,engineering,9,R,0.4,3.838539123535156e-05,2136.9315029587597,345.9800931159407,1790.951409842819,1,1,0,H,H,H,False,False,51.74142797477543,0.0003608874976634979,False,mmlu_pro|test:12032|fixed_T,mmlu_pro|test:12032|policy_T
Text,test:11967,48,e1a439c6bda7ec1927f9bfe6a136592c6d5995eae67b6cedee7acc280459d0ad,engineering,10,T,0.4,3.838539123535156e-05,969.6692610159516,1011.1185780260712,-41.44931701011956,1,1,0,B,B,B,False,False,42.71430103108287,0.00028009526431560516,False,mmlu_pro|test:11967|fixed_T,mmlu_pro|test:11967|policy_T
Text,test:11316,49,4952405826a76f3a52947c08c4f15f48d479632b8de388733ab4d25e0d31c4ba,engineering,10,T,0.4,3.838539123535156e-05,1531.950606033206,1597.2142189275473,-65.26361289434135,1,1,0,C,C,C,False,False,63.01182019524276,0.00032084062695503235,False,mmlu_pro|test:11316|fixed_T,mmlu_pro|test:11316|policy_T
Text,test:11631,50,99e658272539084c4658ea8c4361a4480324b8194af1fafddd3ffee16be16bd1,engineering,10,R,0.4,3.838539123535156e-05,1464.0139329712838,345.20300198346376,1118.81093098782,1,1,0,I,I,I,False,False,50.954738864675164,0.00047101639211177826,False,mmlu_pro|test:11631|fixed_T,mmlu_pro|test:11631|policy_T
Text,test:11977,51,f3df8bb598e278d2b2e14bc26b37e7323d0a7ebbbba53d99917bae71e99014ed,engineering,10,T,0.4,3.838539123535156e-05,1797.7527040056884,1852.7433229610324,-54.99061895534396,0,0,0,D,D,B,False,False,45.88118614628911,0.00039977021515369415,False,mmlu_pro|test:11977|fixed_T,mmlu_pro|test:11977|policy_T
Text,test:6472,52,226f961e46cc41ac23429beef9eb857cce51e61c956341a52cfb7e9973076bab,health,10,R,0.4,3.838539123535156e-05,912.2545251157135,284.9374180659652,627.3171070497483,0,0,0,J,J,C,False,False,42.1333909034729,0.0003110617399215698,False,mmlu_pro|test:6472|fixed_T,mmlu_pro|test:6472|policy_T
Text,test:6082,53,70d1203cf4bc8a1eb380448ebea07794fcf0a07a6c031b56133b6abb652be776,health,9,R,0.4,3.838539123535156e-05,1189.2964290454984,326.22039085254073,863.0760381929576,0,0,0,F,B,A,False,False,42.342266999185085,0.00032084062695503235,False,mmlu_pro|test:6082|fixed_T,mmlu_pro|test:6082|policy_T
Text,test:6346,54,89a238923463ae80c7277db1b7be52f6e910069c7ec8534ebcc49cd65f02d859,health,10,R,0.4,3.838539123535156e-05,1364.1433150041848,287.3147688806057,1076.8285461235791,0,1,1,A,J,J,False,False,42.64535987749696,0.0003501772880554199,False,mmlu_pro|test:6346|fixed_T,mmlu_pro|test:6346|policy_T
Text,test:6561,55,0e22eeb55973b1bd155b174971631f0a3528ea0c4295a018ce7c0b76dc05a122,health,9,T,0.4,3.838539123535156e-05,1026.2356530874968,1073.156014084816,-46.92036099731922,0,0,0,C,C,F,False,False,42.68589708954096,0.00031082890927791595,False,mmlu_pro|test:6561|fixed_T,mmlu_pro|test:6561|policy_T
Text,test:6557,56,0fb20a6383be1da96b4262f17c2fe1c9c1b2e32d17a28c00e5c50bf0e1bb1ae7,health,10,R,0.4,3.838539123535156e-05,1542.0036751311272,288.9284431003034,1253.0752320308238,1,1,0,D,D,D,False,False,44.14293495938182,0.0003711320459842682,False,mmlu_pro|test:6557|fixed_T,mmlu_pro|test:6557|policy_T
Text,test:6446,57,4c3964c5fa0e246ceeb2a3c048d4abbf64647fb41b4ff73caaba638a43dfc320,health,10,T,0.4,3.838539123535156e-05,1306.5118279773742,1349.7305340133607,-43.21870603598654,1,1,0,H,H,H,False,False,44.604097958654165,0.0003210734575986862,False,mmlu_pro|test:6446|fixed_T,mmlu_pro|test:6446|policy_T
Text,test:6394,58,24f1327e31d4f3fb1afb8d330757e08b5a511cb9b7727f345760453e0d73c329,health,10,R,0.4,3.838539123535156e-05,1345.76607006602,286.61274001933634,1059.1533300466835,1,1,0,J,J,J,False,False,42.73930797353387,0.00028009526431560516,False,mmlu_pro|test:6394|fixed_T,mmlu_pro|test:6394|policy_T
Text,test:6608,59,331248c48f3627b9d50d70a5d662a537bdd62630d799428e1c3abbaf07d78242,health,10,T,0.4,3.838539123535156e-05,1295.0950178783387,1339.8579261265695,-44.762908248230815,1,1,0,A,A,A,False,False,44.329399010166526,0.00033993273973464966,False,mmlu_pro|test:6608|fixed_T,mmlu_pro|test:6608|policy_T
Text,test:4983,60,c3de853c6ba9f784c1b3fbf2b1f9b6565bbb3d7ed21ebb7b97a3de6b94a38a82,history,10,R,0.4,3.838539123535156e-05,1493.465670151636,292.10671898908913,1201.3589511625469,0,0,0,I,I,D,False,False,45.13084492646158,0.0003210734575986862,False,mmlu_pro|test:4983|fixed_T,mmlu_pro|test:4983|policy_T
Text,test:4746,61,2f199b8a616580a417d3d6e7b7855bfe2d8b78da2a5ce881c37d62bc2f6711c8,history,10,R,0.4,3.838539123535156e-05,1729.5123869553208,330.09216003119946,1399.4202269241214,0,0,0,D,D,C,False,False,64.77632094174623,0.0005110632628202438,False,mmlu_pro|test:4746|fixed_T,mmlu_pro|test:4746|policy_T
Text,test:4980,62,c2954d50aca386ebd7f774043f8cac2820d32b91c4ce60a42c28c72a0507101f,history,10,T,0.4,3.838539123535156e-05,1516.010903986171,1575.5763920024037,-59.56548801623285,0,0,0,F,F,C,False,False,52.920239977538586,0.00032014213502407074,False,mmlu_pro|test:4980|fixed_T,mmlu_pro|test:4980|policy_T
Text,test:4781,63,f4fd9b2d611788e315ab1a63f7904786024de971fbf2d128db6991e55ca57e2a,history,10,T,0.4,3.838539123535156e-05,1379.7453769948334,1420.9625751245767,-41.21719812974334,1,1,0,J,J,J,False,False,42.8658879827708,0.00029103830456733704,False,mmlu_pro|test:4781|fixed_T,mmlu_pro|test:4781|policy_T
Text,test:1023,64,3d6209a91e7d802c458f12d238d53ff72d00002f7576cb952b416457ee5a438f,law,9,T,0.4,3.838539123535156e-05,1807.9804668668658,1871.109895175323,-63.129428308457136,0,0,0,E,E,D,False,False,63.598457956686616,0.000341096892952919,False,mmlu_pro|test:1023|fixed_T,mmlu_pro|test:1023|policy_T
Text,test:1794,65,ef0cab794da7a573985b4a4bd3111457dc60ed5c936fd87153c1fea7234d7b20,law,9,T,0.4,3.838539123535156e-05,1376.7396549228579,1438.3991728536785,-61.659517930820584,0,0,0,B,B,F,False,False,51.4196299482137,0.00037997961044311523,False,mmlu_pro|test:1794|fixed_T,mmlu_pro|test:1794|policy_T
Text,test:959,66,d56ba474020d2f29aca24e4aff4b82f184c4a9beb1d555ff434546c8c30fa991,law,10,T,0.4,3.838539123535156e-05,1445.2850339002907,1495.5160249955952,-50.23099109530449,0,0,0,G,G,A,False,False,52.27674194611609,0.00032014213502407074,False,mmlu_pro|test:959|fixed_T,mmlu_pro|test:959|policy_T
Text,test:1329,67,37b53d7206e586e84a9c8861da2134bf12ed61fdfc622f57f0e13e515912f1e0,law,9,R,0.4,3.838539123535156e-05,1440.9530160482973,349.6671528555453,1091.285863192752,0,0,0,C,C,H,False,False,52.992957876995206,0.00036996789276599884,False,mmlu_pro|test:1329|fixed_T,mmlu_pro|test:1329|policy_T
Text,test:1223,68,7bcbab8c85d885e309923abca634422801fb616cba6fe6809b1eb61683d20267,law,10,T,0.4,3.838539123535156e-05,1530.818312894553,1572.154690977186,-41.33637808263302,0,0,0,B,B,G,False,False,52.16705403290689,0.00026100315153598785,False,mmlu_pro|test:1223|fixed_T,mmlu_pro|test:1223|policy_T
Text,test:1657,69,536fcc46910076392e57e75ccc9af6c53d4d9a6bbc491adb165de807376b4233,law,9,T,0.4,3.838539123535156e-05,1526.63735114038,1598.8732150290161,-72.23586388863623,1,1,0,H,H,H,False,False,63.617164036259055,0.00030081719160079956,False,mmlu_pro|test:1657|fixed_T,mmlu_pro|test:1657|policy_T
Text,test:1540,70,70b7bf44518d0b20332414d0355a4c248586ffb9458c3b9b254bc46ec8f1fece,law,10,T,0.4,3.838539123535156e-05,1448.3587720897049,1500.0380130950361,-51.67924100533128,0,0,0,B,B,I,False,False,51.14696407690644,0.00028009526431560516,False,mmlu_pro|test:1540|fixed_T,mmlu_pro|test:1540|policy_T
Text,test:1043,71,5301944727a0f2b2aab716558da4a0e4cd804575037512c41b536954439dc1bb,law,8,T,0.4,3.838539123535156e-05,1488.0564981140196,1540.6261740718037,-52.56967595778406,1,1,0,G,G,G,False,False,44.74510904401541,0.0003098975867033005,False,mmlu_pro|test:1043|fixed_T,mmlu_pro|test:1043|policy_T
Text,test:1100,72,4027fedae6b7938e31cf737a4cf444d79c6ab716026843de4719fb5ccdfce8db,law,10,T,0.4,3.838539123535156e-05,1380.302928155288,1435.2948481682688,-54.9919200129807,0,0,0,J,J,D,False,False,53.33298095501959,0.00031990930438041687,False,mmlu_pro|test:1100|fixed_T,mmlu_pro|test:1100|policy_T
Text,test:872,73,fa78bd38c5251c2c3a081fd8caac9d50ea03556784e5eddfdf543f3e84fe13f1,law,10,T,0.4,3.838539123535156e-05,1670.2172521036118,1750.0046859495342,-79.78743384592235,1,1,0,G,G,G,False,False,69.5689981803298,0.0002998858690261841,False,mmlu_pro|test:872|fixed_T,mmlu_pro|test:872|policy_T
Text,test:1670,74,51b755e1d268330b7fa3de8d6f5798667a84a9286b4225810cfc73865b96c361,law,4,R,0.4,3.838539123535156e-05,1167.2815019264817,326.3244880363345,840.9570138901472,1,1,0,D,D,D,False,False,42.5945189781487,0.00027008354663848877,False,mmlu_pro|test:1670|fixed_T,mmlu_pro|test:1670|policy_T
Text,test:8725,75,49d0644184bc6b32fe271c8089db155ff0d16950f72d1f7e41689b4a376da2b8,math,10,T,0.4,3.838539123535156e-05,1382.5113968923688,1430.3898462094367,-47.87844931706786,1,1,0,B,B,B,False,False,42.10476204752922,0.0002898741513490677,False,mmlu_pro|test:8725|fixed_T,mmlu_pro|test:8725|policy_T
Text,test:8505,76,bb64d2540f186ab69a6f6ed9a900022abf7813139de5fbee871662c986559728,math,10,T,0.4,3.838539123535156e-05,1308.5461610462517,1355.0920069683343,-46.54584592208266,0,0,0,B,B,D,False,False,42.37684700638056,0.0002698507159948349,False,mmlu_pro|test:8505|fixed_T,mmlu_pro|test:8505|policy_T
Text,test:8006,77,53cafacf8242a113affc829a79bd63b34fb921248361e1808abea8e9388efb62,math,10,R,0.4,3.838539123535156e-05,868.02127212286,331.8796120584011,536.1416600644588,0,0,0,C,C,A,False,False,45.233784010633826,0.00027008354663848877,False,mmlu_pro|test:8006|fixed_T,mmlu_pro|test:8006|policy_T
Text,test:8026,78,09e27a18bae0766317232d536b2e1d3c4c9e3a10759a1c4713a180f15820b9e9,math,4,R,0.4,3.838539123535156e-05,1127.9421830549836,325.3106498159468,802.6315332390368,1,1,0,D,D,D,False,False,42.44105797261,0.00030105002224445343,False,mmlu_pro|test:8026|fixed_T,mmlu_pro|test:8026|policy_T
