reference,id,panel_ordinal,route,expected_source,expected_answer,policy_answer,raw_answer_match,canonical_parsed_match,full_parsed_record_match,generated_token_ids_match,helper_message_match,fixed_vs_Stage1_raw_match,fixed_vs_Stage1_parsed_match,online_probe_equals_Stage1,online_probe_input_hash_matches_Stage1,online_route_matches_Stage1,differences_retained_without_retry,required_output_identity_pass
Text,test:4983,60,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
Text,test:4746,61,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
Text,test:4980,62,T,same-round fixed reference,F,F,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:4781,63,T,same-round fixed reference,J,J,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1023,64,T,same-round fixed reference,E,E,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1794,65,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:959,66,T,same-round fixed reference,G,G,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1329,67,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
Text,test:1223,68,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1657,69,T,same-round fixed reference,H,H,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1540,70,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1043,71,T,same-round fixed reference,G,G,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1100,72,T,same-round fixed reference,J,J,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:872,73,T,same-round fixed reference,G,G,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:1670,74,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
Text,test:8725,75,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8505,76,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8006,77,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
Text,test:8026,78,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
Text,test:8264,79,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
Text,test:9037,80,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8072,81,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8356,82,T,same-round fixed reference,H,H,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8343,83,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
Text,test:8856,84,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8878,85,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:8137,86,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
Text,test:7941,87,T,same-round fixed reference,J,J,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:7962,88,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
Text,test:8261,89,T,same-round fixed reference,A,A,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:5417,90,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
Text,test:5739,91,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:5109,92,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
Text,test:5929,93,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
Text,test:5351,94,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:5069,95,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
Text,test:5533,96,T,same-round fixed reference,C,C,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:5258,97,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:5446,98,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:5830,99,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
Text,test:11017,100,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
Text,test:10836,101,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
Text,test:11046,102,T,same-round fixed reference,A,A,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:10973,103,T,same-round fixed reference,E,E,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:11106,104,T,same-round fixed reference,J,J,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:10143,105,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9413,106,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9925,107,T,same-round fixed reference,C,C,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9048,108,T,same-round fixed reference,F,F,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9980,109,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9222,110,T,same-round fixed reference,E,E,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:10310,111,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9978,112,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9975,113,T,same-round fixed reference,C,C,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9753,114,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:10269,115,T,same-round fixed reference,B,B,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9345,116,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
Text,test:9591,117,T,same-round fixed reference,H,H,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:9392,118,T,same-round fixed reference,E,E,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:2177,119,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
Text,test:2443,120,T,same-round fixed reference,H,H,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:2370,121,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
Text,test:2703,122,T,same-round fixed reference,F,F,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:2744,123,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
Text,test:2398,124,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
Text,test:2090,125,T,same-round fixed reference,J,J,True,True,True,True,True,True,True,True,True,True,True,True
Text,test:2633,126,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
Text,test:2001,127,T,same-round fixed reference,D,D,True,True,True,True,True,True,True,True,True,True,True,True
C2C,test:3074,0,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3502,1,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3459,2,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2955,3,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3232,4,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3202,5,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2979,6,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:297,7,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:481,8,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:673,9,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:205,10,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:429,11,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:413,12,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:289,13,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:770,14,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:402,15,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4181,16,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3885,17,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3996,18,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4133,19,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4665,20,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4076,21,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4073,22,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4334,23,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3783,24,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3934,25,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3957,26,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4214,27,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10489,28,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10675,29,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10373,30,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10764,31,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6990,32,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7268,33,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6958,34,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7440,35,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7050,36,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7242,37,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7635,38,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7309,39,C,same-round fixed reference,INVALID,INVALID,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7272,40,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11584,41,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11872,42,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11446,43,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:12100,44,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11735,45,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:12076,46,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:12032,47,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11967,48,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11316,49,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11631,50,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11977,51,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6472,52,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6082,53,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6346,54,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6561,55,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6557,56,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6446,57,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6394,58,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:6608,59,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4983,60,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4746,61,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4980,62,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:4781,63,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1023,64,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1794,65,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:959,66,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1329,67,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1223,68,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1657,69,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1540,70,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1043,71,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1100,72,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:872,73,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:1670,74,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8725,75,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8505,76,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8006,77,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8026,78,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8264,79,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9037,80,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8072,81,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8356,82,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8343,83,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8856,84,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8878,85,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8137,86,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7941,87,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:7962,88,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:8261,89,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5417,90,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5739,91,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5109,92,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5929,93,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5351,94,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5069,95,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5533,96,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5258,97,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5446,98,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:5830,99,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11017,100,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10836,101,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11046,102,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10973,103,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:11106,104,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10143,105,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9413,106,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9925,107,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9048,108,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9980,109,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9222,110,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10310,111,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9978,112,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9975,113,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9753,114,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:10269,115,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9345,116,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9591,117,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:9392,118,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2177,119,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2443,120,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2370,121,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2703,122,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2744,123,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2398,124,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2090,125,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2633,126,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2001,127,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
