reference,id,panel_ordinal,route,expected_source,expected_answer,policy_answer,raw_answer_match,canonical_parsed_match,full_parsed_record_match,generated_token_ids_match,helper_message_match,fixed_vs_Stage1_raw_match,fixed_vs_Stage1_parsed_match,online_probe_equals_Stage1,online_probe_input_hash_matches_Stage1,online_route_matches_Stage1,differences_retained_without_retry,required_output_identity_pass
C2C,test:3147,20,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2878,21,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3047,22,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3389,23,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3400,24,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3277,25,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3007,26,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2883,27,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3493,28,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3360,29,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3249,30,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3068,31,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3431,32,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3163,33,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3122,34,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3104,35,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2830,36,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2983,37,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3319,38,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3320,39,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3108,40,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2896,41,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2954,42,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3089,43,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2859,44,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2895,45,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3091,46,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3117,47,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3143,48,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3464,49,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3204,50,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2813,51,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3014,52,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2926,53,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2950,54,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2955,55,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3338,56,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3243,57,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3332,58,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3269,59,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3035,60,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3380,61,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3240,62,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3028,63,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3048,64,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3488,65,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3106,66,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3075,67,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3225,68,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2840,69,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2914,70,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3379,71,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2998,72,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3233,73,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3419,74,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2929,75,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3293,76,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2804,77,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3045,78,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2938,79,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2961,80,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3056,81,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2981,82,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3444,83,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3005,84,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3266,85,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3305,86,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3408,87,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3349,88,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3224,89,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2918,90,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3101,91,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3469,92,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3170,93,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3208,94,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3038,95,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3128,96,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3373,97,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2872,98,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3153,99,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3175,100,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2940,101,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3497,102,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3386,103,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3459,104,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3282,105,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3049,106,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3026,107,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2977,108,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3312,109,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3062,110,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3142,111,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2902,112,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2842,113,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3281,114,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2959,115,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3205,116,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2868,117,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3422,118,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2856,119,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3221,120,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3361,121,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3074,122,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2839,123,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2882,124,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3271,125,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2850,126,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3285,127,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3492,128,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2930,129,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3058,130,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3494,131,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3287,132,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2948,133,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3384,134,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2875,135,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3352,136,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3119,137,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3092,138,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3297,139,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3343,140,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:3318,141,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2892,142,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:2844,143,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:567,144,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:301,145,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:826,146,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:178,147,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:429,148,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:593,149,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:698,150,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:308,151,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:87,152,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:125,153,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:712,154,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:75,155,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:841,156,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:297,157,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:381,158,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:226,159,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:546,160,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:511,161,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:545,162,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:558,163,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:100,164,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:215,165,C,same-round fixed reference,INVALID,INVALID,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:186,166,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:292,167,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:770,168,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:616,169,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:244,170,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:288,171,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:468,172,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:272,173,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:559,174,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:792,175,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:408,176,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:97,177,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:281,178,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:391,179,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:799,180,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:72,181,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:612,182,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:231,183,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:200,184,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:673,185,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:595,186,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:290,187,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:560,188,R,Stage1 native R,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:732,189,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:390,190,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:783,191,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:628,192,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:359,193,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:213,194,R,Stage1 native R,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:572,195,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:845,196,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:397,197,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:245,198,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:358,199,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:723,200,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:283,201,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:422,202,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:414,203,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:517,204,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:169,205,R,Stage1 native R,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:379,206,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:538,207,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:848,208,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:581,209,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:88,210,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:473,211,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:697,212,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:534,213,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:137,214,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:654,215,R,Stage1 native R,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:696,216,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:345,217,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:485,218,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:353,219,C,same-round fixed reference,INVALID,INVALID,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:793,220,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:154,221,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:862,222,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:676,223,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:360,224,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:165,225,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:175,226,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:531,227,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:316,228,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:105,229,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:482,230,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:81,231,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:93,232,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:271,233,C,same-round fixed reference,INVALID,INVALID,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:396,234,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:362,235,C,same-round fixed reference,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:343,236,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:266,237,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:146,238,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:413,239,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:827,240,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:295,241,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:199,242,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:163,243,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:489,244,C,same-round fixed reference,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:224,245,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:491,246,R,Stage1 native R,B,B,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:505,247,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:752,248,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:815,249,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:205,250,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:340,251,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:821,252,C,same-round fixed reference,E,E,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:789,253,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:177,254,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:217,255,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:808,256,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:707,257,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:632,258,C,same-round fixed reference,H,H,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:775,259,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:520,260,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:82,261,R,Stage1 native R,J,J,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:586,262,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:192,263,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:708,264,C,same-round fixed reference,A,A,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:311,265,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:122,266,R,Stage1 native R,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:293,267,R,Stage1 native R,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:641,268,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:670,269,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:776,270,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:759,271,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:614,272,C,same-round fixed reference,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:242,273,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:152,274,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:314,275,C,same-round fixed reference,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:718,276,C,same-round fixed reference,F,F,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:490,277,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:219,278,R,Stage1 native R,I,I,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:742,279,R,Stage1 native R,C,C,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:471,280,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:475,281,C,same-round fixed reference,G,G,True,True,True,True,,True,True,True,True,True,True,True
C2C,test:151,282,C,same-round fixed reference,D,D,True,True,True,True,,True,True,True,True,True,True,True
