source_id,source_line,source_path,pair,dataset,split,id,action,in_full,in_panel,raw_sha256,comparison,old_o,old_valid,old_y,old_reason,D1_o,D1_valid,D1_y,D1_reason,V2_o,V2_valid,V2_y,V2_reason,answer_changed,validity_changed,correctness_delta,old_branch,V2_events,V2_ignored
S006,1969,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,11-248,c2c,True,False,1638182429cb60ffa7e0cd8ef6a3e2661a9dd815f1c67890f3f1df1e85bff4ba,old_to_V2,INVALID,0,0,legacy_parse_failure,C,1,1,explicit_single,C,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""C"", ""labels"": [""C""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,2088,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,11-315,c2c,True,False,85371f2f41483a89627efa72d8308d78a091c3bf95941106720638705af4c7c7,old_to_V2,INVALID,0,0,legacy_parse_failure,A,1,1,explicit_single,A,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""A"", ""labels"": [""A""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,2111,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,11-33,c2c,True,False,44b9ad17fa6a2817d8b3b4476177bc8827caba78b68c6c4bd0874b907daf5263,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,2443,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,11-572,c2c,True,False,1c016047f0e68ce1e56603e1b6af242cb168a316da2f481386daed46a127ee93,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,2569,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,11-674,c2c,True,False,f12180e8aa37ecd3440fe733adcb0b4ed361a921aa6e3fe110aabef99e5e06aa,old_to_V2,INVALID,0,0,legacy_parse_failure,A,1,1,explicit_single,A,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""A"", ""labels"": [""A""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,3449,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,12-331,c2c,True,False,e0e4d14ff5b31a571e822ccd814c0abbf3916b7b858dc476cc2ed82fdea9a59e,old_to_V2,INVALID,0,0,legacy_parse_failure,C,1,1,explicit_single,C,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""C"", ""labels"": [""C""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,3499,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,12-354,c2c,True,False,1003cc590cea60f873d84265686c6ffbd4e37439a16a7ac63a7672ed7081e78c,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,3893,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,12-602,c2c,True,False,9c8275b3cd0de53b18dac5f27ca86e6f018cf6c3379ddd244cd6cf1e9ef05da1,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,3899,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,12-608,c2c,True,False,7a5f85050a5caaffbb2c0a23ff1d94e9a021f5f412ff60579515e8c47130ac06,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,3909,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,12-614,c2c,True,False,85371f2f41483a89627efa72d8308d78a091c3bf95941106720638705af4c7c7,old_to_V2,INVALID,0,0,legacy_parse_failure,A,1,1,explicit_single,A,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""A"", ""labels"": [""A""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,4297,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,12-841,c2c,True,False,66d60d0f4322be6f737df6cc4a995e06d7830afb1f65240a9ddeeb0e07816e88,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,4583,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,1222,c2c,True,False,343aaa6bb3b5b5337c9d1628bd054d81b881dc047ca584603465c52e826ec240,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5364,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-535,c2c,True,False,236a55907f975f515d5d49d4378516aaa35036f387584f66de7f518fd519d74a,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5375,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-543,c2c,True,False,4ad9b77fee082e93ab66a43d7945ead2c8e60347ec4f5a56db833440637973f6,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5403,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-563,c2c,True,False,5165bf068f142bd39c46b6f2ecdcb45d875341a58f17ee45eb1a8a0ecf1ef8dc,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5641,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-718,c2c,True,False,2076b2a730586bf08487fc30dc28efa572c2876751b5965106175a0a01f43d3e,old_to_V2,INVALID,0,0,legacy_parse_failure,C,1,1,explicit_single,C,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""C"", ""labels"": [""C""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5691,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-754,c2c,True,False,c1ebd4a2e3972d839f2be76745f5ab25f2228d0c73bd253aec637a1f70130bd8,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5713,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-777,c2c,True,False,8cd47ddcc37142784f78645723cd238e2f701f7fa995c39a3abf8ee7f33ad329,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5971,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-933,c2c,True,False,71a1cb7fd1f508f2d6b0f8faaa82cf5cb217ad5427d52a13ea79788cb0269126,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,5983,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,13-938,c2c,True,False,c22e711f7cd2c7ca3f4c6168e1be8a67ad2138d025b1b0d867f3617be6d12397,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6120,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,1383,c2c,True,False,a678406a11e9e0cea00a8fb3fa68f8172e2200eca03761436e3794efef591aec,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6223,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-1052,c2c,True,False,98466d1342665d3bbf494eda730b0fed5d6a68c2682f90293ec92cf80fe5338c,old_to_V2,INVALID,0,0,legacy_parse_failure,C,1,1,explicit_single,C,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""C"", ""labels"": [""C""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6241,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-1061,c2c,True,False,695c88da0595271a185398ac90ddbada00998e14d5502abb18aeb1f0270b49af,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6606,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-1356,c2c,True,False,d62587dc2e3d875e5406b2bf6b1c5ab11f8dd24994a0e1c935aa66a3369b9c9a,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6629,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-1367,c2c,True,False,64a08ca9f0dd8020440a54a5a46c5d7e07b5dc549fd4c8e284ba00e2ca6efd53,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6649,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-1382,c2c,True,False,78834edcb40b3f5435eff64f674ccd923141781f432860a2c867d8b1c636777d,old_to_V2,INVALID,0,0,legacy_parse_failure,C,1,1,explicit_single,C,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""C"", ""labels"": [""C""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6863,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-162,c2c,True,False,5110f52b9efa32a0ebf62c88f2a40abb34c536dd3f3b57d5c8be1931e7a42ae6,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6915,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-198,c2c,True,False,e722276befe27b2dc032446ab842cfae774dc915b73ca5d2e217e176ef43fc3a,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6961,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-238,c2c,True,False,649b3c7fd3e466047ae9a28aabefb903f6981d92bd92bf4b09a46365afb37c46,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,6995,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-268,c2c,True,False,a2337b18ae5f6e2ceae55a0ab202f2c235fb53cf22c0332d02f4033c7618089f,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7031,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-3,c2c,True,False,a2625c3b49c41053c7f87d900e67fba129ffe59f72ca444f5c8fbb661047c9a1,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7283,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-5,c2c,True,False,296876e63b9efadb0295b495de47cbd6eb591aee0fe1c9f7dc2cbb39a67c7239,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7297,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-517,c2c,True,False,e454435b42b6d181ea2acfb266f8f497bcb9dcfcbf26721d2ce0f50812a23b9a,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7483,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-646,c2c,True,False,09ecaa0fb578418eb2d286a3a26a84f6dc8ba1ded681e73bbee833f2d2a4795d,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7625,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-742,c2c,True,False,69c644bfd1ba2851fc0734ff8d7d1c21229b8219b9362ae3897113c0fa936162,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7789,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-879,c2c,True,False,f10ec133fd310260971e4ff125be335241821d6286205979add708e881b91dd2,old_to_V2,INVALID,0,0,legacy_parse_failure,A,1,1,explicit_single,A,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""A"", ""labels"": [""A""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,7853,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,14-923,c2c,True,False,fce6503ada42f27992c83296b2870a398236f4ba598147d455e0d2abb46b380d,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,8005,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,1435,c2c,True,False,be227840d4e89811836074da5f2fd2137d6f52d7d4b094288f0ee89525f94eb3,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,8085,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,1640,c2c,True,False,b8466603daf78e7c872e0561ad32e540071d9d93dd66b21c6bbc1a739ce019bc,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,8123,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,1721,c2c,True,False,18ee2339b64863a0a4e42bb6c46e9c188370433d658a50d8e4c7fe0e8d27f4ea,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,8161,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,1844,c2c,True,False,35060d54fe5ae11f7ee727ad3fc7a83995ba70e82c0c18960bb6abd1245b9005,old_to_V2,INVALID,0,0,legacy_parse_failure,A,1,1,explicit_single,A,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""A"", ""labels"": [""A""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,8406,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,608,c2c,True,False,eb650eadf9d3baa886384d5232d6b3664ab2c721c42c958494042f9c358dac9c,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,1,explicit_single,D,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,8809,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,7-47,c2c,True,False,b584ca105d3e97c8e14c1a5d4e183829c7d51338abc1529e6aafa8d47a9e6e9b,old_to_V2,INVALID,0,0,legacy_parse_failure,D,1,0,explicit_single,D,1,0,explicit_single,True,True,0,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""D"", ""labels"": [""D""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
S006,9155,$DATA_DIR/P2_6_20260910T164138Z/results/train_cases.jsonl,large,obqa,train,7-975,c2c,True,False,3a05e9b8bd363dd0811f97c43e04101f795cc0259bb51e072845607b73e2f664,old_to_V2,INVALID,0,0,legacy_parse_failure,B,1,1,explicit_single,B,1,1,explicit_single,True,True,1,math_filter_rejection,"[{""start"": 0, ""end"": 1, ""label"": ""B"", ""labels"": [""B""], ""kind"": ""leading"", ""issue"": null, ""final"": false, ""revision"": false}]",[]
